Record_ID,Date,Region,Crop,Rainfall_mm,Yield_kg,Price_GHS,Temperature_C,Farmer_Count,Revenue
2389,2021-07-08,Eastern,Maize,20.08,0.0,2.2,31.1,87,0.0
2390,2021-07-08,Eastern,Cocoa,4.07,0.0,15.57,24.2,248,0.0
2391,2021-07-09,Greater Accra,Maize,14.94,0.0,3.04,27.8,375,0.0
2392,2021-07-09,Greater Accra,Cassava,7.47,0.0,1.32,29.1,384,0.0
2393,2021-07-09,Greater Accra,Cocoa,4.08,0.0,10.65,28.0,78,0.0
2394,2021-07-09,Ashanti,Maize,37.8,0.0,2.41,32.4,449,0.0
2395,2021-07-09,Ashanti,Cassava,38.71,0.0,1.12,32.9,333,0.0
2396,2021-07-09,Ashanti,Cocoa,33.28,0.0,13.55,33.0,354,0.0
2397,2021-07-09,Northern,Maize,12.88,0.0,2.27,32.3,102,0.0
2398,2021-07-09,Northern,Cocoa,10.62,0.0,11.79,28.0,410,0.0
2399,2021-07-09,Western,Maize,35.17,0.0,2.97,26.0,296,0.0
2400,2021-07-09,Western,Cassava,28.26,0.0,1.43,25.8,215,0.0
2401,2021-07-09,Western,Cocoa,44.16,0.0,12.16,30.9,388,0.0
2402,2021-07-09,Eastern,Maize,6.75,0.0,2.53,25.3,161,0.0
2403,2021-07-09,Eastern,Cassava,27.69,0.0,1.47,29.7,125,0.0
2404,2021-07-10,Greater Accra,Maize,19.8,0.0,2.59,24.4,279,0.0
2405,2021-07-10,Greater Accra,Cassava,16.65,0.0,1.4,24.3,489,0.0
2406,2021-07-10,Greater Accra,Cocoa,13.12,0.0,14.1,29.8,215,0.0
2407,2021-07-10,Ashanti,Maize,21.21,0.0,2.44,28.4,243,0.0
2408,2021-07-10,Ashanti,Cassava,35.54,0.0,1.26,29.7,402,0.0
2409,2021-07-10,Ashanti,Cocoa,24.71,0.0,11.47,32.2,296,0.0
2410,2021-07-10,Northern,Maize,28.71,0.0,2.88,33.7,400,0.0
2411,2021-07-10,Northern,Cassava,23.42,0.0,1.05,29.1,275,0.0
2412,2021-07-10,Northern,Cocoa,16.22,0.0,12.56,30.7,61,0.0
2413,2021-07-10,Western,Maize,21.46,0.0,2.85,32.2,186,0.0
2414,2021-07-10,Western,Cassava,34.0,0.0,1.46,29.4,318,0.0
2415,2021-07-10,Western,Cocoa,27.25,0.0,14.67,28.1,304,0.0
2416,2021-07-10,Eastern,Maize,13.47,0.0,3.01,26.3,487,0.0
2417,2021-07-10,Eastern,Cassava,35.99,0.0,1.39,27.8,111,0.0
2418,2021-07-10,Eastern,Cocoa,32.35,0.0,11.15,27.6,288,0.0
2419,2021-07-11,Greater Accra,Maize,11.35,0.0,2.73,24.1,237,0.0
2420,2021-07-11,Greater Accra,Cassava,0.0,0.0,1.45,31.9,358,0.0
2421,2021-07-11,Greater Accra,Cocoa,23.09,0.0,11.06,30.6,250,0.0
2422,2021-07-11,Ashanti,Maize,22.23,0.0,2.33,25.5,438,0.0
2423,2021-07-11,Ashanti,Cassava,20.64,0.0,1.16,24.5,77,0.0
2424,2021-07-11,Ashanti,Cocoa,24.64,0.0,15.35,31.1,240,0.0
2425,2021-07-11,Northern,Cassava,13.9,0.0,1.05,27.5,445,0.0
2426,2021-07-11,Northern,Cocoa,10.17,0.0,14.32,32.0,438,0.0
2427,2021-07-11,Western,Maize,26.85,0.0,2.31,33.5,110,0.0
2428,2021-07-11,Western,Cassava,11.46,0.0,1.45,28.4,62,0.0
2429,2021-07-11,Western,Cocoa,39.57,0.0,14.6,31.5,347,0.0
2430,2021-07-11,Eastern,Maize,15.54,0.0,2.76,32.6,264,0.0
2431,2021-07-11,Eastern,Cassava,8.53,0.0,1.04,30.6,276,0.0
2432,2021-07-11,Eastern,Cocoa,4.39,0.0,13.7,28.3,284,0.0
2433,2021-07-12,Greater Accra,Cassava,17.42,0.0,1.48,29.9,190,0.0
2434,2021-07-12,Ashanti,Maize,28.11,0.0,2.26,30.4,492,0.0
2435,2021-07-12,Ashanti,Cassava,23.58,0.0,1.19,32.7,98,0.0
2436,2021-07-12,Ashanti,Cocoa,25.16,0.0,12.94,28.3,106,0.0
2437,2021-07-12,Northern,Maize,26.09,0.0,2.59,27.2,252,0.0
2438,2021-07-12,Northern,Cassava,21.47,0.0,1.26,27.7,234,0.0
2439,2021-07-12,Western,Maize,15.01,0.0,2.76,25.7,50,0.0
2440,2021-07-12,Western,Cassava,30.04,0.0,1.23,33.0,67,0.0
2441,2021-07-12,Western,Cocoa,37.41,0.0,13.83,26.7,330,0.0
2442,2021-07-12,Eastern,Cassava,32.44,0.0,1.14,31.3,428,0.0
2443,2021-07-13,Greater Accra,Maize,19.58,0.0,2.42,30.0,105,0.0
2444,2021-07-13,Greater Accra,Cassava,11.39,0.0,1.41,29.4,115,0.0
2445,2021-07-13,Greater Accra,Cocoa,12.73,0.0,12.64,30.5,442,0.0
2446,2021-07-13,Ashanti,Maize,37.18,0.0,2.43,29.9,371,0.0
2447,2021-07-13,Ashanti,Cassava,7.31,0.0,1.1,33.9,88,0.0
2448,2021-07-13,Ashanti,Cocoa,35.54,0.0,11.21,26.3,84,0.0
2449,2021-07-13,Northern,Maize,25.38,0.0,2.42,29.9,353,0.0
2450,2021-07-13,Northern,Cassava,17.14,0.0,1.32,29.0,492,0.0
2451,2021-07-13,Northern,Cocoa,5.55,0.0,15.32,25.1,311,0.0
2452,2021-07-13,Western,Cassava,34.36,0.0,1.06,33.4,134,0.0
2453,2021-07-13,Western,Cocoa,32.72,0.0,13.89,25.7,211,0.0
2454,2021-07-13,Eastern,Maize,26.26,0.0,2.36,32.8,415,0.0
2455,2021-07-13,Eastern,Cassava,11.88,0.0,1.21,26.2,331,0.0
2456,2021-07-13,Eastern,Cocoa,15.28,0.0,12.54,28.7,163,0.0
2457,2021-07-14,Greater Accra,Maize,6.57,0.0,2.55,28.0,379,0.0
2458,2021-07-14,Greater Accra,Cassava,21.94,0.0,1.35,30.1,76,0.0
2459,2021-07-14,Greater Accra,Cocoa,8.63,0.0,12.19,27.8,154,0.0
2460,2021-07-14,Ashanti,Maize,29.43,0.0,2.39,25.2,129,0.0
2461,2021-07-14,Ashanti,Cassava,19.56,0.0,1.36,33.0,447,0.0
2462,2021-07-14,Ashanti,Cocoa,30.49,0.0,13.38,26.5,360,0.0
2463,2021-07-14,Northern,Maize,6.57,0.0,2.47,25.0,405,0.0
2464,2021-07-14,Northern,Cassava,5.55,0.0,1.5,25.0,289,0.0
2465,2021-07-14,Northern,Cocoa,26.14,0.0,12.25,31.9,385,0.0
2466,2021-07-14,Western,Maize,48.48,0.0,2.92,28.6,229,0.0
2467,2021-07-14,Western,Cassava,40.21,0.0,1.44,31.0,354,0.0
2468,2021-07-14,Eastern,Maize,9.35,0.0,2.69,28.5,275,0.0
2469,2021-07-14,Eastern,Cocoa,32.21,0.0,13.54,31.3,350,0.0
2470,2021-07-15,Greater Accra,Maize,15.76,0.0,2.5,30.8,67,0.0
2471,2021-07-15,Greater Accra,Cassava,20.01,0.0,1.19,30.5,493,0.0
2472,2021-07-15,Greater Accra,Cocoa,3.27,0.0,11.99,27.0,469,0.0
2473,2021-07-15,Ashanti,Maize,13.16,0.0,2.62,26.5,86,0.0
2474,2021-07-15,Ashanti,Cassava,28.21,0.0,1.19,28.8,352,0.0
2475,2021-07-15,Ashanti,Cocoa,26.18,0.0,12.45,24.5,300,0.0
2476,2021-07-15,Northern,Cocoa,18.15,0.0,13.41,28.9,243,0.0
2477,2021-07-15,Western,Maize,45.91,0.0,2.98,28.6,349,0.0
2478,2021-07-15,Western,Cassava,46.7,0.0,1.21,28.4,89,0.0
2479,2021-07-15,Western,Cocoa,29.01,0.0,10.8,30.5,332,0.0
2480,2021-07-15,Eastern,Maize,11.24,0.0,2.54,30.8,185,0.0
2481,2021-07-15,Eastern,Cocoa,0.03,0.0,11.53,31.5,66,0.0
2482,2021-07-16,Greater Accra,Maize,12.34,0.0,2.26,25.6,86,0.0
2483,2021-07-16,Greater Accra,Cocoa,16.66,0.0,12.61,30.8,463,0.0
2484,2021-07-16,Ashanti,Maize,21.62,0.0,2.26,33.8,67,0.0
2485,2021-07-16,Ashanti,Cassava,12.99,0.0,1.47,25.4,114,0.0
2486,2021-07-16,Ashanti,Cocoa,39.65,0.0,12.93,24.3,213,0.0
2487,2021-07-16,Northern,Cassava,15.32,0.0,1.41,31.8,73,0.0
2488,2021-07-16,Western,Maize,21.34,0.0,2.68,27.0,414,0.0
2489,2021-07-16,Western,Cassava,42.9,0.0,1.04,27.3,411,0.0
2490,2021-07-16,Eastern,Cassava,29.85,0.0,1.2,29.7,275,0.0
2491,2021-07-16,Eastern,Cocoa,19.95,0.0,11.34,26.6,87,0.0
2492,2021-07-17,Greater Accra,Cocoa,18.1,0.0,10.88,25.7,445,0.0
2493,2021-07-17,Ashanti,Maize,18.55,0.0,2.88,28.8,163,0.0
2494,2021-07-17,Ashanti,Cassava,37.89,0.0,1.36,28.3,467,0.0
2495,2021-07-17,Ashanti,Cocoa,32.09,0.0,13.06,27.8,364,0.0
2496,2021-07-17,Northern,Maize,11.68,0.0,2.51,24.3,157,0.0
2497,2021-07-17,Northern,Cassava,28.29,0.0,1.11,25.6,343,0.0
2498,2021-07-17,Northern,Cocoa,9.4,0.0,15.41,31.5,465,0.0
2499,2021-07-17,Western,Maize,0.0,0.0,2.66,30.1,96,0.0
2500,2021-07-17,Western,Cassava,42.01,0.0,1.47,25.1,328,0.0
2501,2021-07-17,Western,Cocoa,40.97,0.0,10.65,24.0,80,0.0
2502,2021-07-17,Eastern,Maize,21.64,0.0,2.34,25.9,464,0.0
2503,2021-07-17,Eastern,Cocoa,16.03,0.0,12.58,33.9,95,0.0
2504,2021-07-18,Greater Accra,Maize,7.44,0.0,2.96,30.2,126,0.0
2505,2021-07-18,Greater Accra,Cassava,11.8,0.0,1.23,32.1,227,0.0
2506,2021-07-18,Greater Accra,Cocoa,20.16,0.0,11.89,32.8,103,0.0
2507,2021-07-18,Ashanti,Maize,11.55,0.0,2.89,32.2,405,0.0
2508,2021-07-18,Ashanti,Cassava,26.44,0.0,1.21,25.1,410,0.0
2509,2021-07-18,Ashanti,Cocoa,14.29,0.0,11.9,31.3,387,0.0
2510,2021-07-18,Northern,Maize,13.39,0.0,2.75,31.6,114,0.0
2511,2021-07-18,Northern,Cassava,7.85,0.0,1.2,32.4,75,0.0
2512,2021-07-18,Northern,Cocoa,3.85,0.0,14.07,24.7,247,0.0
2513,2021-07-18,Western,Maize,31.75,0.0,2.21,30.2,188,0.0
2514,2021-07-18,Western,Cassava,13.41,0.0,1.15,24.8,412,0.0
2515,2021-07-18,Western,Cocoa,21.58,0.0,13.04,31.1,209,0.0
2516,2021-07-18,Eastern,Maize,28.21,0.0,2.99,29.4,203,0.0
2517,2021-07-18,Eastern,Cassava,27.01,0.0,1.25,32.5,349,0.0
2518,2021-07-18,Eastern,Cocoa,8.08,0.0,13.47,25.7,79,0.0
2519,2021-07-19,Greater Accra,Maize,16.11,0.0,2.46,34.0,138,0.0
2520,2021-07-19,Greater Accra,Cassava,9.89,0.0,1.47,26.5,458,0.0
2521,2021-07-19,Greater Accra,Cocoa,17.61,0.0,12.51,29.1,281,0.0
2522,2021-07-19,Ashanti,Maize,21.96,0.0,3.03,28.4,443,0.0
2523,2021-07-19,Ashanti,Cassava,16.33,0.0,1.07,30.9,208,0.0
2524,2021-07-19,Ashanti,Cocoa,41.32,0.0,11.19,28.5,450,0.0
2525,2021-07-19,Northern,Maize,15.05,0.0,3.09,25.6,231,0.0
2526,2021-07-19,Northern,Cassava,7.49,0.0,1.3,28.4,100,0.0
2527,2021-07-19,Western,Maize,48.57,0.0,2.45,25.6,395,0.0
2528,2021-07-19,Western,Cassava,47.26,0.0,1.25,33.9,363,0.0
2529,2021-07-19,Western,Cocoa,28.56,0.0,11.71,32.2,269,0.0
2530,2021-07-19,Eastern,Maize,19.53,0.0,2.58,29.6,122,0.0
2531,2021-07-19,Eastern,Cassava,19.9,0.0,1.15,25.2,443,0.0
2532,2021-07-19,Eastern,Cocoa,26.52,0.0,13.42,24.5,396,0.0
2533,2021-07-20,Greater Accra,Maize,29.83,0.0,2.18,30.3,492,0.0
2534,2021-07-20,Greater Accra,Cassava,22.75,0.0,1.15,25.2,165,0.0
2535,2021-07-20,Greater Accra,Cocoa,4.63,0.0,14.07,27.4,390,0.0
2536,2021-07-20,Ashanti,Maize,15.77,0.0,3.02,25.1,368,0.0
2537,2021-07-20,Ashanti,Cassava,12.35,0.0,1.36,30.2,418,0.0
2538,2021-07-20,Ashanti,Cocoa,24.63,0.0,10.85,33.5,275,0.0
2539,2021-07-20,Northern,Maize,15.61,0.0,2.46,32.3,250,0.0
2540,2021-07-20,Northern,Cassava,7.88,0.0,1.47,28.5,182,0.0
2541,2021-07-20,Northern,Cocoa,25.1,0.0,14.55,33.8,455,0.0
2542,2021-07-20,Western,Maize,36.36,0.0,2.82,24.5,461,0.0
2543,2021-07-20,Western,Cassava,23.2,0.0,1.35,24.1,406,0.0
2544,2021-07-20,Eastern,Cassava,22.21,0.0,1.4,33.2,66,0.0
2545,2021-07-20,Eastern,Cocoa,20.46,0.0,10.94,32.8,171,0.0
2546,2021-07-21,Greater Accra,Maize,12.93,0.0,3.05,30.3,279,0.0
2547,2021-07-21,Greater Accra,Cassava,8.3,0.0,1.28,30.2,160,0.0
2548,2021-07-21,Greater Accra,Cocoa,20.66,0.0,12.94,25.8,342,0.0
2549,2021-07-21,Ashanti,Maize,43.22,0.0,2.26,32.2,160,0.0
2550,2021-07-21,Ashanti,Cassava,39.22,0.0,1.14,27.3,155,0.0
2551,2021-07-21,Ashanti,Cocoa,26.26,0.0,14.13,27.9,216,0.0
2552,2021-07-21,Northern,Maize,22.58,0.0,2.72,26.9,353,0.0
2553,2021-07-21,Northern,Cassava,15.78,0.0,1.43,27.1,417,0.0
2554,2021-07-21,Northern,Cocoa,17.04,0.0,12.77,31.3,99,0.0
2555,2021-07-21,Western,Cassava,41.52,0.0,1.49,27.7,375,0.0
2556,2021-07-21,Western,Cocoa,5.13,0.0,14.16,33.4,211,0.0
2557,2021-07-21,Eastern,Maize,16.93,0.0,3.01,31.7,177,0.0
2558,2021-07-21,Eastern,Cassava,7.5,0.0,1.37,31.5,117,0.0
2559,2021-07-21,Eastern,Cocoa,39.48,0.0,11.51,24.1,114,0.0
2560,2021-07-22,Greater Accra,Cassava,3.03,0.0,1.48,29.2,285,0.0
2561,2021-07-22,Greater Accra,Cocoa,10.61,0.0,14.59,32.3,79,0.0
2562,2021-07-22,Ashanti,Maize,18.67,0.0,2.14,27.9,402,0.0
2563,2021-07-22,Ashanti,Cassava,16.91,0.0,1.47,26.1,342,0.0
2564,2021-07-22,Ashanti,Cocoa,7.01,0.0,13.03,29.3,446,0.0
2565,2021-07-22,Northern,Maize,3.65,0.0,2.65,31.3,373,0.0
2566,2021-07-22,Northern,Cocoa,11.9,0.0,10.71,26.5,80,0.0
2567,2021-07-22,Western,Maize,28.34,0.0,2.51,31.0,71,0.0
2568,2021-07-22,Western,Cassava,30.4,0.0,1.44,33.0,281,0.0
2569,2021-07-22,Western,Cocoa,16.14,0.0,11.86,26.9,483,0.0
2570,2021-07-22,Eastern,Maize,22.78,0.0,2.53,33.7,76,0.0
2571,2021-07-22,Eastern,Cassava,9.29,0.0,1.06,32.9,351,0.0
2572,2021-07-22,Eastern,Cocoa,22.91,0.0,12.84,30.0,58,0.0
2573,2021-07-23,Greater Accra,Maize,27.83,0.0,2.66,33.4,455,0.0
2574,2021-07-23,Greater Accra,Cassava,14.44,0.0,0.0,27.9,133,0.0
2575,2021-07-23,Greater Accra,Cocoa,19.43,0.0,10.97,28.5,101,0.0
2576,2021-07-23,Ashanti,Maize,19.58,0.0,2.97,25.6,320,0.0
2577,2021-07-23,Ashanti,Cassava,27.88,0.0,1.08,25.5,278,0.0
2578,2021-07-23,Ashanti,Cocoa,0.0,0.0,14.11,26.2,444,0.0
2579,2021-07-23,Northern,Maize,21.98,0.0,2.87,28.0,248,0.0
2580,2021-07-23,Northern,Cassava,13.38,0.0,1.41,25.8,482,0.0
2581,2021-07-23,Northern,Cocoa,7.66,0.0,14.57,24.4,398,0.0
2582,2021-07-23,Western,Cassava,42.88,0.0,1.09,29.0,421,0.0
2583,2021-07-23,Western,Cocoa,7.82,0.0,12.21,25.0,78,0.0
2584,2021-07-23,Eastern,Maize,21.78,0.0,2.3,28.9,193,0.0
2585,2021-07-23,Eastern,Cassava,22.66,0.0,1.13,27.7,197,0.0
2586,2021-07-23,Eastern,Cocoa,27.95,0.0,10.97,29.5,167,0.0
2587,2021-07-24,Greater Accra,Maize,19.88,0.0,2.67,28.8,185,0.0
2588,2021-07-24,Greater Accra,Cassava,12.79,0.0,1.08,24.4,158,0.0
2589,2021-07-24,Greater Accra,Cocoa,21.16,0.0,12.82,30.8,420,0.0
2590,2021-07-24,Ashanti,Maize,40.39,0.0,2.22,30.3,340,0.0
2591,2021-07-24,Ashanti,Cassava,24.3,0.0,1.2,30.1,280,0.0
2592,2021-07-24,Ashanti,Cocoa,25.58,0.0,11.84,27.3,429,0.0
2593,2021-07-24,Northern,Maize,13.71,0.0,2.28,27.8,490,0.0
2594,2021-07-24,Northern,Cassava,25.96,0.0,1.37,24.7,233,0.0
2595,2021-07-24,Northern,Cocoa,25.92,0.0,13.17,33.0,95,0.0
2596,2021-07-24,Western,Maize,51.4,0.0,2.17,28.0,110,0.0
2597,2021-07-24,Western,Cassava,16.57,0.0,1.07,33.8,159,0.0
2598,2021-07-24,Western,Cocoa,16.29,0.0,13.25,26.7,225,0.0
2599,2021-07-24,Eastern,Maize,23.64,0.0,2.97,25.6,232,0.0
2600,2021-07-24,Eastern,Cocoa,19.84,0.0,14.65,30.5,218,0.0
2601,2021-07-25,Greater Accra,Maize,13.13,0.0,2.18,24.4,375,0.0
2602,2021-07-25,Greater Accra,Cassava,26.81,0.0,1.12,29.5,66,0.0
2603,2021-07-25,Greater Accra,Cocoa,10.43,0.0,12.97,28.1,349,0.0
2604,2021-07-25,Ashanti,Cassava,17.87,0.0,1.11,27.2,203,0.0
2605,2021-07-25,Ashanti,Cocoa,13.02,0.0,11.38,27.5,479,0.0
2606,2021-07-25,Northern,Maize,18.27,0.0,2.86,29.7,477,0.0
2607,2021-07-25,Northern,Cocoa,15.1,0.0,13.2,32.3,53,0.0
2608,2021-07-25,Western,Maize,42.05,0.0,2.77,26.9,199,0.0
2609,2021-07-25,Western,Cassava,27.09,0.0,1.18,24.3,400,0.0
2610,2021-07-25,Western,Cocoa,28.95,0.0,13.65,30.2,248,0.0
2611,2021-07-25,Eastern,Maize,3.38,0.0,2.99,30.4,220,0.0
2612,2021-07-25,Eastern,Cassava,24.84,0.0,1.21,31.9,192,0.0
2613,2021-07-25,Eastern,Cocoa,24.57,0.0,12.74,30.2,147,0.0
2614,2021-07-26,Greater Accra,Maize,11.32,0.0,2.95,29.5,113,0.0
2615,2021-07-26,Greater Accra,Cocoa,6.72,0.0,13.51,29.4,241,0.0
2616,2021-07-26,Ashanti,Maize,23.7,0.0,2.25,26.3,212,0.0
2617,2021-07-26,Ashanti,Cassava,29.3,0.0,1.34,24.8,319,0.0
2618,2021-07-26,Ashanti,Cocoa,29.08,0.0,13.2,26.1,68,0.0
2619,2021-07-26,Northern,Cassava,26.07,0.0,1.38,27.3,83,0.0
2620,2021-07-26,Northern,Cocoa,34.26,0.0,15.26,26.6,375,0.0
2621,2021-07-26,Western,Maize,37.41,0.0,2.36,30.3,237,0.0
2622,2021-07-26,Western,Cassava,47.13,0.0,1.04,24.5,147,0.0
2623,2021-07-26,Western,Cocoa,26.29,0.0,12.23,28.6,182,0.0
2624,2021-07-26,Eastern,Maize,29.23,0.0,2.33,31.9,355,0.0
2625,2021-07-26,Eastern,Cassava,32.54,0.0,1.42,25.1,186,0.0
2626,2021-07-26,Eastern,Cocoa,24.68,0.0,11.87,27.7,92,0.0
2627,2021-07-27,Greater Accra,Maize,14.7,0.0,3.02,29.2,282,0.0
2628,2021-07-27,Greater Accra,Cassava,24.97,0.0,1.34,28.4,135,0.0
2629,2021-07-27,Greater Accra,Cocoa,3.21,0.0,14.42,29.6,108,0.0
2630,2021-07-27,Ashanti,Maize,29.86,0.0,2.85,29.5,300,0.0
2631,2021-07-27,Ashanti,Cassava,33.51,0.0,1.21,28.4,376,0.0
2632,2021-07-27,Ashanti,Cocoa,16.75,0.0,12.08,30.0,142,0.0
2633,2021-07-27,Northern,Maize,25.38,0.0,2.17,33.7,123,0.0
2634,2021-07-27,Northern,Cocoa,12.38,0.0,12.06,24.8,451,0.0
2635,2021-07-27,Western,Maize,34.46,0.0,2.92,32.8,478,0.0
2636,2021-07-27,Western,Cassava,0.0,0.0,1.1,29.5,247,0.0
2637,2021-07-27,Western,Cocoa,37.68,0.0,13.55,24.1,66,0.0
2638,2021-07-27,Eastern,Maize,22.52,0.0,2.83,28.1,193,0.0
2639,2021-07-27,Eastern,Cassava,11.21,0.0,1.06,29.9,385,0.0
2640,2021-07-27,Eastern,Cocoa,3.88,0.0,15.16,26.8,111,0.0
2641,2021-07-28,Greater Accra,Maize,23.15,0.0,2.22,26.0,186,0.0
2642,2021-07-28,Greater Accra,Cassava,18.49,0.0,1.43,32.2,77,0.0
2643,2021-07-28,Greater Accra,Cocoa,3.62,0.0,15.05,29.3,386,0.0
2644,2021-07-28,Ashanti,Maize,7.81,0.0,2.82,33.5,179,0.0
2645,2021-07-28,Ashanti,Cassava,39.2,0.0,1.19,25.0,266,0.0
2646,2021-07-28,Ashanti,Cocoa,13.71,0.0,12.78,27.8,98,0.0
2647,2021-07-28,Northern,Maize,21.43,0.0,2.2,26.7,157,0.0
2648,2021-07-28,Northern,Cocoa,14.75,0.0,13.73,24.9,107,0.0
2649,2021-07-28,Western,Maize,38.84,0.0,2.88,26.7,365,0.0
2650,2021-07-28,Western,Cassava,37.2,0.0,1.14,26.3,96,0.0
2651,2021-07-28,Western,Cocoa,9.43,0.0,13.93,24.7,354,0.0
2652,2021-07-28,Eastern,Maize,32.98,0.0,2.3,27.7,444,0.0
2653,2021-07-28,Eastern,Cassava,13.99,0.0,1.45,24.4,381,0.0
2654,2021-07-29,Greater Accra,Maize,3.8,0.0,2.64,24.5,415,0.0
2655,2021-07-29,Greater Accra,Cassava,7.54,0.0,1.37,31.3,187,0.0
2656,2021-07-29,Greater Accra,Cocoa,19.35,0.0,15.52,26.4,180,0.0
2657,2021-07-29,Ashanti,Maize,14.86,0.0,2.6,27.8,122,0.0
2658,2021-07-29,Ashanti,Cassava,12.71,0.0,1.44,29.2,455,0.0
2659,2021-07-29,Northern,Maize,14.93,0.0,3.0,33.4,282,0.0
2660,2021-07-29,Northern,Cassava,18.58,0.0,1.4,32.8,355,0.0
2661,2021-07-29,Northern,Cocoa,23.74,0.0,11.64,32.9,236,0.0
2662,2021-07-29,Western,Maize,38.6,0.0,2.71,28.5,123,0.0
2663,2021-07-29,Western,Cassava,33.61,0.0,1.38,28.7,52,0.0
2664,2021-07-29,Western,Cocoa,39.46,0.0,15.31,25.7,268,0.0
2665,2021-07-29,Eastern,Maize,0.0,0.0,2.99,26.0,173,0.0
2666,2021-07-29,Eastern,Cassava,27.18,0.0,1.16,24.1,459,0.0
2667,2021-07-29,Eastern,Cocoa,7.15,0.0,15.01,25.0,326,0.0
2668,2021-07-30,Greater Accra,Cassava,19.11,0.0,1.48,27.4,291,0.0
2669,2021-07-30,Ashanti,Maize,30.05,0.0,3.02,32.7,80,0.0
2670,2021-07-30,Ashanti,Cassava,38.49,0.0,1.16,32.2,383,0.0
2671,2021-07-30,Ashanti,Cocoa,26.89,0.0,15.47,27.2,309,0.0
2672,2021-07-30,Northern,Maize,22.95,0.0,2.51,30.6,275,0.0
2673,2021-07-30,Northern,Cassava,12.68,0.0,1.4,30.1,96,0.0
2674,2021-07-30,Northern,Cocoa,13.72,0.0,12.85,27.4,476,0.0
2675,2021-07-30,Western,Maize,9.26,0.0,2.84,32.8,410,0.0
2676,2021-07-30,Western,Cassava,26.31,0.0,1.12,31.2,245,0.0
2677,2021-07-30,Western,Cocoa,15.0,0.0,12.05,30.5,313,0.0
2678,2021-07-30,Eastern,Cassava,4.86,0.0,1.27,24.8,274,0.0
2679,2021-07-31,Greater Accra,Maize,15.47,0.0,2.56,24.2,251,0.0
2680,2021-07-31,Greater Accra,Cassava,13.92,0.0,1.28,33.6,351,0.0
2681,2021-07-31,Greater Accra,Cocoa,4.65,0.0,14.26,27.5,381,0.0
2682,2021-07-31,Ashanti,Maize,33.71,0.0,3.04,28.6,347,0.0
2683,2021-07-31,Ashanti,Cocoa,28.45,0.0,11.91,29.3,126,0.0
2684,2021-07-31,Northern,Cassava,16.06,0.0,1.16,29.3,426,0.0
2685,2021-07-31,Northern,Cocoa,19.79,0.0,10.8,32.3,169,0.0
2686,2021-07-31,Western,Cassava,15.44,0.0,1.32,28.6,289,0.0
2687,2021-07-31,Western,Cocoa,41.97,0.0,13.78,28.3,305,0.0
2688,2021-07-31,Eastern,Maize,28.76,0.0,2.38,25.6,203,0.0
2689,2021-07-31,Eastern,Cassava,13.72,0.0,1.1,32.0,329,0.0
2690,2021-07-31,Eastern,Cocoa,21.61,0.0,12.24,27.3,197,0.0
2691,2021-08-01,Greater Accra,Maize,21.33,0.0,2.37,33.9,133,0.0
2692,2021-08-01,Greater Accra,Cassava,14.23,0.0,1.4,31.2,332,0.0
2693,2021-08-01,Greater Accra,Cocoa,8.06,0.0,11.35,26.9,436,0.0
2694,2021-08-01,Ashanti,Maize,19.06,0.0,2.27,29.1,336,0.0
2695,2021-08-01,Ashanti,Cassava,17.02,0.0,1.13,25.0,189,0.0
2696,2021-08-01,Ashanti,Cocoa,20.81,0.0,13.37,30.3,196,0.0
2697,2021-08-01,Northern,Maize,18.17,0.0,2.69,27.6,150,0.0
2698,2021-08-01,Northern,Cassava,13.32,0.0,1.13,24.0,183,0.0
2699,2021-08-01,Northern,Cocoa,21.42,0.0,14.12,27.7,307,0.0
2700,2021-08-01,Western,Maize,41.64,0.0,2.35,24.0,269,0.0
2701,2021-08-01,Western,Cassava,24.3,0.0,1.36,27.5,376,0.0
2702,2021-08-01,Western,Cocoa,11.23,0.0,12.65,26.8,485,0.0
2703,2021-08-01,Eastern,Cassava,20.23,0.0,1.2,25.0,216,0.0
2704,2021-08-01,Eastern,Cocoa,28.4,0.0,15.02,28.5,306,0.0
2705,2021-08-02,Greater Accra,Maize,4.41,0.0,2.82,27.8,459,0.0
2706,2021-08-02,Greater Accra,Cassava,13.43,0.0,1.13,26.6,93,0.0
2707,2021-08-02,Greater Accra,Cocoa,24.03,0.0,11.31,29.7,124,0.0
2708,2021-08-02,Ashanti,Maize,38.75,0.0,2.52,32.1,446,0.0
2709,2021-08-02,Ashanti,Cassava,35.5,0.0,1.12,28.0,92,0.0
2710,2021-08-02,Ashanti,Cocoa,28.41,0.0,11.89,25.5,79,0.0
2711,2021-08-02,Northern,Maize,24.32,0.0,2.62,32.9,304,0.0
2712,2021-08-02,Northern,Cassava,3.16,0.0,1.18,29.1,273,0.0
2713,2021-08-02,Northern,Cocoa,7.01,0.0,12.57,31.5,380,0.0
2714,2021-08-02,Western,Maize,46.03,0.0,2.76,24.6,71,0.0
2715,2021-08-02,Western,Cassava,30.08,0.0,0.0,27.6,344,0.0
2716,2021-08-02,Eastern,Maize,10.39,0.0,3.09,31.2,314,0.0
2717,2021-08-02,Eastern,Cassava,19.67,0.0,1.18,29.0,332,0.0
2718,2021-08-02,Eastern,Cocoa,18.46,0.0,15.56,27.0,447,0.0
2719,2021-08-03,Greater Accra,Maize,9.09,0.0,2.73,32.8,401,0.0
